sourceTimeband,sourceValueDate,sourceAccount,sourceExternalReference,sourceBalance,wrkACCOUNT NAME,wrkCurrency,wrkTime,wrkCounterparty,Firm,Center,ParentExtRefNo,DealType,ExecType,ValueDate,Adjustment,Notes,ExtRefNo,RedefaultValues,Portfolio,runningBalance
16:05:00,08/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,24/07/2018,0,Commercial/LOAN/24-07-18/16:05,6180605160500680,N,6,3971.41
16:30:00,08/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,24/07/2018,0,Commercial/LOAN/24-07-18/16:30,7180605163000681,N,7,3971.41
09:30:00,09/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,25/07/2018,0,Commercial/LOAN/25-07-18/09:30,1180605093000682,N,1,3971.41
12:45:00,09/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,25/07/2018,0,Commercial/LOAN/25-07-18/12:45,2180605124500683,N,2,3971.41
14:15:00,09/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,25/07/2018,0,Commercial/LOAN/25-07-18/14:15,3180605141500684,N,3,3971.41
15:15:00,09/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,25/07/2018,0,Commercial/LOAN/25-07-18/15:15,4180605151500685,N,4,3971.41
15:40:00,09/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,25/07/2018,0,Commercial/LOAN/25-07-18/15:40,5180605154000686,N,5,3971.41
16:05:00,09/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,25/07/2018,0,Commercial/LOAN/25-07-18/16:05,6180605160500687,N,6,3971.41
16:30:00,09/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,25/07/2018,0,Commercial/LOAN/25-07-18/16:30,7180605163000688,N,7,3971.41
09:30:00,10/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,26/07/2018,0,Commercial/LOAN/26-07-18/09:30,1180605093000689,N,1,3971.41
12:45:00,10/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,26/07/2018,0,Commercial/LOAN/26-07-18/12:45,2180605124500690,N,2,3971.41
14:15:00,10/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,26/07/2018,0,Commercial/LOAN/26-07-18/14:15,3180605141500691,N,3,3971.41
15:15:00,10/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,26/07/2018,0,Commercial/LOAN/26-07-18/15:15,4180605151500692,N,4,3971.41
15:40:00,10/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,26/07/2018,0,Commercial/LOAN/26-07-18/15:40,5180605154000693,N,5,3971.41
16:05:00,10/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,26/07/2018,0,Commercial/LOAN/26-07-18/16:05,6180605160500694,N,6,3971.41
16:30:00,10/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,26/07/2018,0,Commercial/LOAN/26-07-18/16:30,7180605163000695,N,7,3971.41
09:30:00,11/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,27/07/2018,0,Commercial/LOAN/27-07-18/09:30,1180605093000696,N,1,3971.41
12:45:00,11/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,27/07/2018,0,Commercial/LOAN/27-07-18/12:45,2180605124500697,N,2,3971.41
14:15:00,11/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,27/07/2018,0,Commercial/LOAN/27-07-18/14:15,3180605141500698,N,3,3971.41
15:15:00,11/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,27/07/2018,0,Commercial/LOAN/27-07-18/15:15,4180605151500699,N,4,3971.41
15:40:00,11/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,27/07/2018,0,Commercial/LOAN/27-07-18/15:40,5180605154000700,N,5,3971.41
16:05:00,11/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,27/07/2018,0,Commercial/LOAN/27-07-18/16:05,6180605160500701,N,6,3971.41
16:30:00,11/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,27/07/2018,0,Commercial/LOAN/27-07-18/16:30,7180605163000702,N,7,3971.41
09:30:00,12/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,30/07/2018,0,Commercial/LOAN/30-07-18/09:30,1180605093000703,N,1,3971.41
12:45:00,12/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,30/07/2018,0,Commercial/LOAN/30-07-18/12:45,2180605124500704,N,2,3971.41
14:15:00,12/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,30/07/2018,0,Commercial/LOAN/30-07-18/14:15,3180605141500705,N,3,3971.41
15:15:00,12/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,30/07/2018,0,Commercial/LOAN/30-07-18/15:15,4180605151500706,N,4,3971.41
15:40:00,12/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,30/07/2018,0,Commercial/LOAN/30-07-18/15:40,5180605154000707,N,5,3971.41
16:05:00,12/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,30/07/2018,0,Commercial/LOAN/30-07-18/16:05,6180605160500708,N,6,3971.41
16:30:00,12/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,30/07/2018,0,Commercial/LOAN/30-07-18/16:30,7180605163000709,N,7,3971.41
09:30:00,15/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,02/08/2018,0,Commercial/LOAN/02-08-18/09:30,1180605093000710,N,1,3971.41
12:45:00,15/02/2010,Commercial,LOAN,3018.27,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,02/08/2018,-953.14,Commercial/LOAN/02-08-18/12:45,2180605124500711,N,2,3018.27
14:15:00,15/02/2010,Commercial,LOAN,3018.27,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,02/08/2018,0,Commercial/LOAN/02-08-18/14:15,3180605141500712,N,3,3018.27
15:15:00,15/02/2010,Commercial,LOAN,3018.27,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,02/08/2018,0,Commercial/LOAN/02-08-18/15:15,4180605151500713,N,4,3018.27
15:40:00,15/02/2010,Commercial,LOAN,3018.27,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,02/08/2018,0,Commercial/LOAN/02-08-18/15:40,5180605154000714,N,5,3018.27
16:05:00,15/02/2010,Commercial,LOAN,3018.27,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,02/08/2018,0,Commercial/LOAN/02-08-18/16:05,6180605160500715,N,6,3018.27
16:30:00,15/02/2010,Commercial,LOAN,3018.27,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,02/08/2018,0,Commercial/LOAN/02-08-18/16:30,7180605163000716,N,7,3018.27
09:30:00,16/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,03/08/2018,953.14,Commercial/LOAN/03-08-18/09:30,1180605093000717,N,1,3971.41
12:45:00,16/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,03/08/2018,0,Commercial/LOAN/03-08-18/12:45,2180605124500718,N,2,3971.41
14:15:00,16/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,03/08/2018,0,Commercial/LOAN/03-08-18/14:15,3180605141500719,N,3,3971.41
15:15:00,16/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,03/08/2018,0,Commercial/LOAN/03-08-18/15:15,4180605151500720,N,4,3971.41
15:40:00,16/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,03/08/2018,0,Commercial/LOAN/03-08-18/15:40,5180605154000721,N,5,3971.41
16:05:00,16/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,03/08/2018,0,Commercial/LOAN/03-08-18/16:05,6180605160500722,N,6,3971.41
16:30:00,16/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,03/08/2018,0,Commercial/LOAN/03-08-18/16:30,7180605163000723,N,7,3971.41
09:30:00,17/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,06/08/2018,0,Commercial/LOAN/06-08-18/09:30,1180605093000724,N,1,3971.41
12:45:00,17/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,06/08/2018,0,Commercial/LOAN/06-08-18/12:45,2180605124500725,N,2,3971.41
14:15:00,17/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,06/08/2018,0,Commercial/LOAN/06-08-18/14:15,3180605141500726,N,3,3971.41
15:15:00,17/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,06/08/2018,0,Commercial/LOAN/06-08-18/15:15,4180605151500727,N,4,3971.41
15:40:00,17/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,06/08/2018,0,Commercial/LOAN/06-08-18/15:40,5180605154000728,N,5,3971.41
16:05:00,17/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,06/08/2018,0,Commercial/LOAN/06-08-18/16:05,6180605160500729,N,6,3971.41
16:30:00,17/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,06/08/2018,0,Commercial/LOAN/06-08-18/16:30,7180605163000730,N,7,3971.41
09:30:00,18/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,07/08/2018,0,Commercial/LOAN/07-08-18/09:30,1180605093000731,N,1,3971.41
12:45:00,18/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,07/08/2018,0,Commercial/LOAN/07-08-18/12:45,2180605124500732,N,2,3971.41
14:15:00,18/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,07/08/2018,0,Commercial/LOAN/07-08-18/14:15,3180605141500733,N,3,3971.41
15:15:00,18/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,07/08/2018,0,Commercial/LOAN/07-08-18/15:15,4180605151500734,N,4,3971.41
15:40:00,18/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,07/08/2018,0,Commercial/LOAN/07-08-18/15:40,5180605154000735,N,5,3971.41
16:05:00,18/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,07/08/2018,0,Commercial/LOAN/07-08-18/16:05,6180605160500736,N,6,3971.41
16:30:00,18/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,07/08/2018,0,Commercial/LOAN/07-08-18/16:30,7180605163000737,N,7,3971.41
09:30:00,19/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,08/08/2018,0,Commercial/LOAN/08-08-18/09:30,1180605093000738,N,1,3971.41
12:45:00,19/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,08/08/2018,0,Commercial/LOAN/08-08-18/12:45,2180605124500739,N,2,3971.41
14:15:00,19/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,08/08/2018,0,Commercial/LOAN/08-08-18/14:15,3180605141500740,N,3,3971.41
15:15:00,19/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,08/08/2018,0,Commercial/LOAN/08-08-18/15:15,4180605151500741,N,4,3971.41
15:40:00,19/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,08/08/2018,0,Commercial/LOAN/08-08-18/15:40,5180605154000742,N,5,3971.41
16:05:00,19/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,08/08/2018,0,Commercial/LOAN/08-08-18/16:05,6180605160500743,N,6,3971.41
16:30:00,19/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,08/08/2018,0,Commercial/LOAN/08-08-18/16:30,7180605163000744,N,7,3971.41
09:30:00,22/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,13/08/2018,0,Commercial/LOAN/13-08-18/09:30,1180605093000745,N,1,3971.41
12:45:00,22/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,13/08/2018,0,Commercial/LOAN/13-08-18/12:45,2180605124500746,N,2,3971.41
14:15:00,22/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,13/08/2018,0,Commercial/LOAN/13-08-18/14:15,3180605141500747,N,3,3971.41
15:15:00,22/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,13/08/2018,0,Commercial/LOAN/13-08-18/15:15,4180605151500748,N,4,3971.41
15:40:00,22/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,13/08/2018,0,Commercial/LOAN/13-08-18/15:40,5180605154000749,N,5,3971.41
16:05:00,22/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,13/08/2018,0,Commercial/LOAN/13-08-18/16:05,6180605160500750,N,6,3971.41
16:30:00,22/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,13/08/2018,0,Commercial/LOAN/13-08-18/16:30,7180605163000751,N,7,3971.41
09:30:00,23/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,14/08/2018,0,Commercial/LOAN/14-08-18/09:30,1180605093000752,N,1,3971.41
12:45:00,23/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,14/08/2018,0,Commercial/LOAN/14-08-18/12:45,2180605124500753,N,2,3971.41
14:15:00,23/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,14/08/2018,0,Commercial/LOAN/14-08-18/14:15,3180605141500754,N,3,3971.41
15:15:00,23/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,14/08/2018,0,Commercial/LOAN/14-08-18/15:15,4180605151500755,N,4,3971.41
15:40:00,23/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,14/08/2018,0,Commercial/LOAN/14-08-18/15:40,5180605154000756,N,5,3971.41
16:05:00,23/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,14/08/2018,0,Commercial/LOAN/14-08-18/16:05,6180605160500757,N,6,3971.41
16:30:00,23/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,14/08/2018,0,Commercial/LOAN/14-08-18/16:30,7180605163000758,N,7,3971.41
09:30:00,24/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,15/08/2018,0,Commercial/LOAN/15-08-18/09:30,1180605093000759,N,1,3971.41
12:45:00,24/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,15/08/2018,0,Commercial/LOAN/15-08-18/12:45,2180605124500760,N,2,3971.41
14:15:00,24/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,15/08/2018,0,Commercial/LOAN/15-08-18/14:15,3180605141500761,N,3,3971.41
15:15:00,24/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,15/08/2018,0,Commercial/LOAN/15-08-18/15:15,4180605151500762,N,4,3971.41
15:40:00,24/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,15/08/2018,0,Commercial/LOAN/15-08-18/15:40,5180605154000763,N,5,3971.41
16:05:00,24/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,15/08/2018,0,Commercial/LOAN/15-08-18/16:05,6180605160500764,N,6,3971.41
16:30:00,24/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,15/08/2018,0,Commercial/LOAN/15-08-18/16:30,7180605163000765,N,7,3971.41
09:30:00,25/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,16/08/2018,0,Commercial/LOAN/16-08-18/09:30,1180605093000766,N,1,3971.41
12:45:00,25/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,16/08/2018,0,Commercial/LOAN/16-08-18/12:45,2180605124500767,N,2,3971.41
14:15:00,25/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,16/08/2018,0,Commercial/LOAN/16-08-18/14:15,3180605141500768,N,3,3971.41
15:15:00,25/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,16/08/2018,0,Commercial/LOAN/16-08-18/15:15,4180605151500769,N,4,3971.41
15:40:00,25/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,16/08/2018,0,Commercial/LOAN/16-08-18/15:40,5180605154000770,N,5,3971.41
16:05:00,25/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,16/08/2018,0,Commercial/LOAN/16-08-18/16:05,6180605160500771,N,6,3971.41
16:30:00,25/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,16/08/2018,0,Commercial/LOAN/16-08-18/16:30,7180605163000772,N,7,3971.41
09:30:00,26/02/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,17/08/2018,0,Commercial/LOAN/17-08-18/09:30,1180605093000773,N,1,3971.41
12:45:00,26/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,17/08/2018,0,Commercial/LOAN/17-08-18/12:45,2180605124500774,N,2,3971.41
14:15:00,26/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,17/08/2018,0,Commercial/LOAN/17-08-18/14:15,3180605141500775,N,3,3971.41
15:15:00,26/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,17/08/2018,0,Commercial/LOAN/17-08-18/15:15,4180605151500776,N,4,3971.41
15:40:00,26/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,17/08/2018,0,Commercial/LOAN/17-08-18/15:40,5180605154000777,N,5,3971.41
16:05:00,26/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,17/08/2018,0,Commercial/LOAN/17-08-18/16:05,6180605160500778,N,6,3971.41
16:30:00,26/02/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,17/08/2018,0,Commercial/LOAN/17-08-18/16:30,7180605163000779,N,7,3971.41
09:30:00,01/03/2010,Commercial,LOAN,3971.41,COMMERCIAL,GBP,09:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,22/08/2018,0,Commercial/LOAN/22-08-18/09:30,1180605093000780,N,1,3971.41
12:45:00,01/03/2010,Commercial,LOAN,0,COMMERCIAL,GBP,12:45:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,22/08/2018,0,Commercial/LOAN/22-08-18/12:45,2180605124500781,N,2,3971.41
14:15:00,01/03/2010,Commercial,LOAN,0,COMMERCIAL,GBP,14:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,22/08/2018,0,Commercial/LOAN/22-08-18/14:15,3180605141500782,N,3,3971.41
15:15:00,01/03/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:15:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,22/08/2018,0,Commercial/LOAN/22-08-18/15:15,4180605151500783,N,4,3971.41
15:40:00,01/03/2010,Commercial,LOAN,0,COMMERCIAL,GBP,15:40:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,22/08/2018,0,Commercial/LOAN/22-08-18/15:40,5180605154000784,N,5,3971.41
16:05:00,01/03/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:05:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,22/08/2018,0,Commercial/LOAN/22-08-18/16:05,6180605160500785,N,6,3971.41
16:30:00,01/03/2010,Commercial,LOAN,0,COMMERCIAL,GBP,16:30:00,COMM-OTH,COMM,OTH,COMMERCIAL/LOAN,Account Amendment,1,22/08/2018,0,Commercial/LOAN/22-08-18/16:30,7180605163000786,N,7,3971.41
