Transaction UUID,Status,OriginalAmount,OriginalCurrency,MerchantAmount,MerchantCurrency,CustomerAmount,CustomerCurrency,Operation,Reference No,Create Date
3637840-1458744830-56,APPROVED,16.06,EUR,16.06,EUR,54.48,TRY,3DAUTH,30101452,23/03/2016 14:53
3637810-1458744797-224,APPROVED,22.79,EUR,22.79,EUR,3027.26,JPY,DIRECT,12-1458744796-669-3880573,23/03/2016 14:53
3637807-1458744796-289,WAITING,500,TRY,500,TRY,500,TRY,3D,155921042,23/03/2016 14:53
3637819-1458744808-216,DECLINED,29.57,EUR,29.57,EUR,100.3,TRY,3DAUTH,10-1458744780-868-366925,23/03/2016 14:53
3637837-1458744828-216,DECLINED,137.57,EUR,137.57,EUR,466.63,TRY,3DAUTH,10-1458744779-8919-27947,23/03/2016 14:53
3637792-1458744779-200,APPROVED,32.88,EUR,32.88,EUR,327.18,NOK,STORED,59-1458744778-6683-2692572,23/03/2016 14:52
3637789-1458744775-289,WAITING,500,TRY,500,TRY,500,TRY,3D,155920992,23/03/2016 14:52
3637786-1458744775-119,APPROVED,25,EUR,25,EUR,248.77,NOK,DIRECT,21-1458744774-5898-4501160,23/03/2016 14:52
3637813-1458744798-107,APPROVED,10.84,EUR,10.84,EUR,36.77,TRY,3DAUTH,578-1458744773-1726-4425739,23/03/2016 14:53
3637804-1458744789-256,APPROVED,10,USD,8.94,EUR,9.45,EUR,3DAUTH,1797,23/03/2016 14:53
3637771-1458744752-224,APPROVED,27.36,EUR,27.36,EUR,3634.3,JPY,DIRECT,12-1458744751-7337-3395168,23/03/2016 14:52
3637768-1458744751-199,DECLINED,10.25,EUR,10.25,EUR,102,NOK,DIRECT,420-1458744750-8306-611946,23/03/2016 14:52
3637765-1458744748-243,APPROVED,5,EUR,5,EUR,5,EUR,REFUND,1688-1458744743-6573-4667450,23/03/2016 14:52
3637762-1458744743-199,APPROVED,16.3,EUR,16.3,EUR,162.2,NOK,DIRECT,419-1458744743-3328-638288,23/03/2016 14:52
3637756-1458744742-224,DECLINED,182.39,EUR,182.39,EUR,24227.31,JPY,DIRECT,12-1458744738-8709-4667834,23/03/2016 14:52
3637753-1458744741-145,APPROVED,205.03,EUR,205.03,EUR,316.59,CAD,DIRECT,73-1458744741-091-729725,23/03/2016 14:52
3637750-1458744739-289,WAITING,1000,TRY,1000,TRY,1000,TRY,3D,155920922,23/03/2016 14:52
3637801-1458744783-216,DECLINED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458744729-601-2750397,23/03/2016 14:53
3637759-1458744743-264,DECLINED,30,TRY,9.33,EUR,31.65,TRY,3DAUTH,49630309,23/03/2016 14:52
3637774-1458744754-124,APPROVED,21.18,EUR,21.18,EUR,210.76,NOK,3DAUTH,1138-1458744724-6411-4667830,23/03/2016 14:52
3637732-1458744721-199,DECLINED,54.32,EUR,54.32,EUR,540.52,NOK,DIRECT,424-1458744721-178-4370920,23/03/2016 14:52
3637729-1458744716-98,APPROVED,49,EUR,49,EUR,49,EUR,REFUND,1399-1458744714-4003-4602206,23/03/2016 14:51
3637855-1458744838-96,APPROVED,3375,TRY,3375,TRY,3375,TRY,3DAUTH,WC-10614,23/03/2016 14:53
3637777-1458744761-219,APPROVED,30,EUR,30,EUR,30,EUR,3DAUTH,990-1458744707-0134-3208868,23/03/2016 14:52
3637714-1458744701-261,APPROVED,32.09,EUR,32.09,EUR,319.32,NOK,DIRECT,32-1458744701-072-4184599,23/03/2016 14:51
3637711-1458744701-224,APPROVED,45.6,EUR,45.6,EUR,6057.16,JPY,DIRECT,12-1458744701-1121-4657666,23/03/2016 14:51
3637747-1458744733-216,DECLINED,12.45,EUR,12.45,EUR,42.23,TRY,3DAUTH,10-1458744699-4696-3947509,23/03/2016 14:52
3637705-1458744697-187,APPROVED,105.79,EUR,105.79,EUR,1052.67,NOK,DIRECT,346-1458744696-7016-4409881,23/03/2016 14:51
3637735-1458744724-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458744688-5718-4667826,23/03/2016 14:52
3637699-1458744688-261,APPROVED,16.05,EUR,16.05,EUR,159.71,NOK,DIRECT,32-1458744687-9131-4667790,23/03/2016 14:51
3637723-1458744708-56,APPROVED,279.46,EUR,279.46,EUR,947.91,TRY,3DAUTH,30101418,23/03/2016 14:51
3637717-1458744707-216,APPROVED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458744684-5437-278039,23/03/2016 14:51
3637672-1458744674-224,APPROVED,18.23,EUR,18.23,EUR,2421.54,JPY,DIRECT,12-1458744674-276-3880573,23/03/2016 14:51
3638179-1458745160-254,DECLINED,175,TRY,175,TRY,175,TRY,3DAUTH,PK-10810,23/03/2016 14:59
3637690-1458744685-56,APPROVED,32.13,EUR,32.13,EUR,108.99,TRY,3DAUTH,30101410,23/03/2016 14:51
3637681-1458744679-264,DECLINED,40,TRY,12.44,EUR,42.2,TRY,3DAUTH,49630095,23/03/2016 14:51
3637696-1458744686-216,APPROVED,15.56,EUR,15.56,EUR,52.72,TRY,3DAUTH,10-1458744661-483-790322,23/03/2016 14:51
3637693-1458744686-107,DECLINED,173.48,EUR,173.48,EUR,587.72,TRY,3DAUTH,578-1458744661-0525-4164769,23/03/2016 14:51
3637678-1458744678-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,91-1458744649-0954-2383647,23/03/2016 14:51
3637660-1458744666-264,DECLINED,35,TRY,10.89,EUR,36.93,TRY,3DAUTH,49630013,23/03/2016 14:51
3637645-1458744650-154,APPROVED,25.39,EUR,25.39,EUR,21.16,GBP,3DAUTH,1164-1458744637-5227-4008322,23/03/2016 14:50
3637630-1458744632-187,APPROVED,20.1,EUR,20.1,EUR,200.33,NOK,DIRECT,346-1458744632-376-4650975,23/03/2016 14:50
3637624-1458744630-200,DECLINED,54.8,EUR,54.8,EUR,546.16,NOK,DIRECT,59-1458744630-2538-3764452,23/03/2016 14:50
3637627-1458744631-264,DECLINED,10,TRY,3.11,EUR,3.68,USD,3DAUTH,49630019,23/03/2016 14:50
3637612-1458744622-216,WAITING,10.89,EUR,10.89,EUR,36.9,TRY,3D,10-1458744622-0155-4667118,23/03/2016 14:50
3637648-1458744653-56,DECLINED,310.51,EUR,310.51,EUR,1051.96,TRY,3DAUTH,30101398,23/03/2016 14:50
3637639-1458744648-126,APPROVED,41,EUR,41,EUR,408.62,NOK,3DAUTH,47-1458744605-8617-4667822,23/03/2016 14:50
3637594-1458744605-119,APPROVED,25,EUR,25,EUR,249.16,NOK,DIRECT,5-1458744604-6309-952652,23/03/2016 14:50
3637591-1458744604-199,APPROVED,16.3,EUR,16.3,EUR,162.46,NOK,DIRECT,419-1458744603-8287-638288,23/03/2016 14:50
3637615-1458744623-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,101-1458744598-9842-909431,23/03/2016 14:50
3637579-1458744598-187,DECLINED,21.9,EUR,21.9,EUR,218.27,NOK,DIRECT,346-1458744597-8725-4650975,23/03/2016 14:49
3637588-1458744601-264,DECLINED,50,TRY,15.55,EUR,18.38,USD,3DAUTH,49629871,23/03/2016 14:50
3637570-1458744592-119,APPROVED,50,EUR,50,EUR,498.32,NOK,DIRECT,5-1458744591-9344-1472247,23/03/2016 14:49
3637600-1458744608-264,DECLINED,45,TRY,14,EUR,47.48,TRY,3DAUTH,49629801,23/03/2016 14:50
3637561-1458744586-224,APPROVED,36.47,EUR,36.47,EUR,4850.27,JPY,DIRECT,12-1458744585-842-1744713,23/03/2016 14:49
3637555-1458744579-224,APPROVED,136.79,EUR,136.79,EUR,18192.16,JPY,DIRECT,12-1458744578-5757-4660998,23/03/2016 14:49
3637585-1458744600-216,APPROVED,15.56,EUR,15.56,EUR,52.72,TRY,3DAUTH,10-1458744574-4951-4591532,23/03/2016 14:50
3637603-1458744609-126,APPROVED,30.75,EUR,30.75,EUR,306.47,NOK,3DAUTH,47-1458744574-015-4667818,23/03/2016 14:50
3637546-1458744571-98,APPROVED,49,EUR,49,EUR,49,EUR,REFUND,1399-1458744570-4495-4602503,23/03/2016 14:49
3637669-1458744670-289,APPROVED,500,TRY,500,TRY,500,TRY,3DAUTH,155920522,23/03/2016 14:51
3637543-1458744570-264,DECLINED,40,TRY,12.44,EUR,42.2,TRY,3DAUTH,49629597,23/03/2016 14:49
3637621-1458744629-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458744547-2279-4667814,23/03/2016 14:50
3637558-1458744582-101,APPROVED,96.41,EUR,96.41,EUR,326.62,TRY,3DAUTH,99-1458744546-4275-4603787,23/03/2016 14:49
3637528-1458744544-224,APPROVED,16.23,EUR,16.23,EUR,161.76,NOK,DIRECT,12-1458744543-8945-582346,23/03/2016 14:49
3637573-1458744596-264,APPROVED,50,TRY,15.55,EUR,52.75,TRY,3DAUTH,49629507,23/03/2016 14:49
3637522-1458744536-224,APPROVED,13.68,EUR,13.68,EUR,1819.35,JPY,DIRECT,12-1458744535-6056-3396725,23/03/2016 14:48
3637516-1458744531-241,DECLINED,13.93,EUR,13.93,EUR,1852.6,JPY,DIRECT,1349-1458744527-2566-4667810,23/03/2016 14:48
3637513-1458744526-145,APPROVED,31.78,EUR,31.78,EUR,316.73,NOK,DIRECT,73-1458744525-6613-2608614,23/03/2016 14:48
3637510-1458744524-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155920452,23/03/2016 14:48
3637519-1458744532-264,APPROVED,50,TRY,15.55,EUR,52.75,TRY,3DAUTH,49629325,23/03/2016 14:48
3637501-1458744509-126,APPROVED,10.25,EUR,10.25,EUR,102.16,NOK,DIRECT,48-1458744508-4891-4576418,23/03/2016 14:48
3637498-1458744507-261,APPROVED,106.98,EUR,106.98,EUR,1066.2,NOK,DIRECT,32-1458744506-925-2175007,23/03/2016 14:48
3637495-1458744506-199,APPROVED,43.24,EUR,43.24,EUR,430.95,NOK,DIRECT,420-1458744505-475-2502183,23/03/2016 14:48
3637486-1458744502-224,APPROVED,227.43,EUR,227.43,EUR,30246.67,JPY,DIRECT,12-1458744502-269-4650263,23/03/2016 14:48
3637480-1458744501-289,WAITING,300,TRY,300,TRY,300,TRY,3D,155920442,23/03/2016 14:48
3637474-1458744493-224,DECLINED,16.23,EUR,16.23,EUR,161.76,NOK,DIRECT,12-1458744492-93-582346,23/03/2016 14:48
3637504-1458744513-264,APPROVED,150,TRY,46.68,EUR,158.25,TRY,3DAUTH,49629315,23/03/2016 14:48
3637465-1458744486-187,APPROVED,10.58,EUR,10.58,EUR,105.45,NOK,DIRECT,346-1458744485-6355-4254412,23/03/2016 14:48
3637462-1458744485-97,APPROVED,54.17,EUR,54.17,EUR,539.88,NOK,DIRECT,189-1458744483-2691-4667806,23/03/2016 14:48
3637456-1458744479-126,APPROVED,10.25,EUR,10.25,EUR,102.16,NOK,DIRECT,48-1458744478-6751-1638633,23/03/2016 14:47
3637450-1458744475-119,APPROVED,25,EUR,25,EUR,249.16,NOK,DIRECT,7-1458744474-7197-2403543,23/03/2016 14:47
3637492-1458744505-107,DECLINED,170.38,EUR,170.38,EUR,577.92,TRY,3DAUTH,578-1458744473-5002-4164769,23/03/2016 14:48
3637477-1458744498-216,DECLINED,46.69,EUR,46.69,EUR,158.37,TRY,3DAUTH,10-1458744467-0783-508214,23/03/2016 14:48
3637675-1458744675-96,APPROVED,350,TRY,350,TRY,350,TRY,3DAUTH,WC-10613,23/03/2016 14:51
3637489-1458744504-56,DECLINED,43.38,EUR,43.38,EUR,147.15,TRY,3DAUTH,30101354,23/03/2016 14:48
3637435-1458744465-119,APPROVED,200,EUR,200,EUR,1993.26,NOK,DIRECT,7-1458744464-7378-653894,23/03/2016 14:47
3637459-1458744482-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,13-1458744464-0181-2092536,23/03/2016 14:48
3637429-1458744454-187,DECLINED,21.16,EUR,21.16,EUR,210.89,NOK,DIRECT,346-1458744454-2583-4254412,23/03/2016 14:47
3637423-1458744450-145,APPROVED,148.31,EUR,148.31,EUR,1478.1,NOK,DIRECT,73-1458744449-8273-974818,23/03/2016 14:47
3637483-1458744501-216,APPROVED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458744445-7286-2713593,23/03/2016 14:48
3637417-1458744444-199,DECLINED,10.86,EUR,10.86,EUR,108.24,NOK,DIRECT,419-1458744443-8787-501294,23/03/2016 14:47
3637468-1458744490-102,APPROVED,12.4,EUR,12.4,EUR,42.06,TRY,3DAUTH,743-1458744439-9898-3855820,23/03/2016 14:48
3637453-1458744477-56,APPROVED,8.03,EUR,8.03,EUR,27.24,TRY,3DAUTH,30101342,23/03/2016 14:47
3637402-1458744430-224,APPROVED,32.47,EUR,32.47,EUR,323.61,NOK,DIRECT,12-1458744429-7634-74239,23/03/2016 14:47
3637426-1458744450-264,DECLINED,50,TRY,15.55,EUR,52.75,TRY,3DAUTH,49628997,23/03/2016 14:47
3637390-1458744422-187,DECLINED,31.74,EUR,31.74,EUR,316.33,NOK,DIRECT,346-1458744421-7391-4254412,23/03/2016 14:47
3637384-1458744417-261,APPROVED,53.49,EUR,53.49,EUR,533.1,NOK,DIRECT,32-1458744417-2214-4233706,23/03/2016 14:46
3637408-1458744435-56,APPROVED,12.2,EUR,12.2,EUR,41.39,TRY,3DAUTH,30101338,23/03/2016 14:47
3637372-1458744398-145,APPROVED,15.89,EUR,15.89,EUR,158.37,NOK,DIRECT,73-1458744397-8013-651677,23/03/2016 14:46
3637363-1458744390-145,APPROVED,26.48,EUR,26.48,EUR,263.91,NOK,DIRECT,73-1458744389-9862-1924722,23/03/2016 14:46
3637360-1458744380-216,WAITING,15.56,EUR,15.56,EUR,52.78,TRY,3D,10-1458744380-0375-4317853,23/03/2016 14:46
3637369-1458744397-107,APPROVED,139.41,EUR,139.41,EUR,472.87,TRY,3DAUTH,578-1458744373-7219-691664,23/03/2016 14:46
3637396-1458744428-107,APPROVED,15.49,EUR,15.49,EUR,52.55,TRY,3DAUTH,578-1458744373-5447-701249,23/03/2016 14:47
3637351-1458744364-119,APPROVED,25,EUR,25,EUR,25,EUR,DIRECT,21-1458744364-4371-903944,23/03/2016 14:46
3637366-1458744392-216,APPROVED,62.25,EUR,62.25,EUR,211.15,TRY,3DAUTH,10-1458744362-9497-3527885,23/03/2016 14:46
3637405-1458744434-216,APPROVED,31.12,EUR,31.12,EUR,105.56,TRY,3DAUTH,10-1458744359-9271-1142420,23/03/2016 14:47
3637330-1458744352-101,WAITING,80.33,EUR,80.33,EUR,272.48,TRY,3D,99-1458744352-3952-4298974,23/03/2016 14:45
3637327-1458744350-199,APPROVED,86.91,EUR,86.91,EUR,866.17,NOK,DIRECT,419-1458744349-8877-4639303,23/03/2016 14:45
3637342-1458744362-107,APPROVED,30.98,EUR,30.98,EUR,105.09,TRY,3DAUTH,578-1458744338-3127-4527467,23/03/2016 14:46
3637318-1458744334-145,APPROVED,31.78,EUR,31.78,EUR,316.73,NOK,DIRECT,73-1458744333-8811-2608614,23/03/2016 14:45
3637345-1458744363-216,APPROVED,15.56,EUR,15.56,EUR,52.78,TRY,3DAUTH,10-1458744331-773-4406302,23/03/2016 14:46
3637564-1458744586-254,APPROVED,275,TRY,275,TRY,275,TRY,3DAUTH,PK-10809,23/03/2016 14:49
3637303-1458744322-216,WAITING,15.56,EUR,15.56,EUR,52.78,TRY,3D,10-1458744322-3811-4317853,23/03/2016 14:45
3637300-1458744322-224,APPROVED,450.41,EUR,450.41,EUR,59901.52,JPY,DIRECT,12-1458744321-7822-3537092,23/03/2016 14:45
3637378-1458744408-289,WAITING,5500,TRY,5500,TRY,5500,TRY,3DAUTH,155920122,23/03/2016 14:46
3637291-1458744321-224,APPROVED,91.19,EUR,91.19,EUR,12127.66,JPY,DIRECT,12-1458744320-643-4385863,23/03/2016 14:45
3637336-1458744357-56,APPROVED,32.13,EUR,32.13,EUR,108.99,TRY,3DAUTH,30101304,23/03/2016 14:45
3637324-1458744347-216,APPROVED,15.56,EUR,15.56,EUR,52.78,TRY,3DAUTH,10-1458744310-9835-16821,23/03/2016 14:45
3637333-1458744355-264,DECLINED,30,TRY,9.33,EUR,31.65,TRY,3DAUTH,49628327,23/03/2016 14:45
3637273-1458744309-224,APPROVED,16.41,EUR,16.41,EUR,2182.43,JPY,DIRECT,12-1458744309-1838-3909664,23/03/2016 14:45
3637375-1458744400-101,APPROVED,31.05,EUR,31.05,EUR,105.32,TRY,3DAUTH,232-1458744304-5996-4491176,23/03/2016 14:46
3637399-1458744428-289,APPROVED,1000,TRY,1000,TRY,1000,TRY,3DAUTH,155920062,23/03/2016 14:47
3637261-1458744287-224,APPROVED,450.41,EUR,450.41,EUR,59901.52,JPY,DIRECT,12-1458744287-524-3537092,23/03/2016 14:44
3637282-1458744311-56,APPROVED,8.03,EUR,8.03,EUR,27.24,TRY,3DAUTH,30101302,23/03/2016 14:45
3637315-1458744333-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458744276-1158-4667802,23/03/2016 14:45
3637285-1458744316-124,DECLINED,21.18,EUR,21.18,EUR,210.84,NOK,3DAUTH,1138-1458744266-5645-4667798,23/03/2016 14:45
3637240-1458744264-145,APPROVED,68.34,EUR,68.34,EUR,105.46,CAD,DIRECT,73-1458744264-3527-2287455,23/03/2016 14:44
3637237-1458744263-216,ERROR,15.56,EUR,15.56,EUR,52.78,TRY,3D,10-1458744263-5546-4467385,23/03/2016 14:44
3637231-1458744261-216,WAITING,31.12,EUR,31.12,EUR,105.56,TRY,3D,10-1458744261-3549-7803,23/03/2016 14:44
3637264-1458744289-56,APPROVED,16.06,EUR,16.06,EUR,54.48,TRY,3DAUTH,30101295,23/03/2016 14:44
3637252-1458744274-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,13-1458744252-8509-2092536,23/03/2016 14:44
3637219-1458744247-82,DECLINED,0.01,USD,0,EUR,0.01,USD,STORED,312143527,23/03/2016 14:44
3637249-1458744269-216,DECLINED,54.47,EUR,54.47,EUR,184.76,TRY,3DAUTH,10-1458744245-763-508214,23/03/2016 14:44
3637213-1458744243-119,DECLINED,100,EUR,100,EUR,995.46,NOK,DIRECT,5-1458744243-0928-47721,23/03/2016 14:44
3637234-1458744261-56,APPROVED,38.56,EUR,38.56,EUR,130.8,TRY,3DAUTH,30101290,23/03/2016 14:44
3637297-1458744321-237,APPROVED,1,EUR,1,EUR,1,EUR,3DAUTH,1691-1458744241-4995-4667794,23/03/2016 14:45
3637243-1458744266-126,APPROVED,51.25,EUR,51.25,EUR,510.18,NOK,3DAUTH,47-1458744238-3504-4535294,23/03/2016 14:44
3637195-1458744232-107,ERROR,154.89,EUR,154.89,EUR,525.38,TRY,3D,578-1458744232-2054-871424,23/03/2016 14:43
3637192-1458744231-261,APPROVED,21.4,EUR,21.4,EUR,213.03,NOK,DIRECT,32-1458744230-6255-43811,23/03/2016 14:43
3637189-1458744229-145,APPROVED,63.56,EUR,63.56,EUR,632.72,NOK,DIRECT,73-1458744228-8035-4605038,23/03/2016 14:43
3637186-1458744227-216,WAITING,31.12,EUR,31.12,EUR,105.56,TRY,3D,10-1458744227-2555-7803,23/03/2016 14:43
3637183-1458744227-261,APPROVED,53.49,EUR,53.49,EUR,532.47,NOK,DIRECT,32-1458744226-6033-432874,23/03/2016 14:43
3637180-1458744225-224,APPROVED,64.94,EUR,64.94,EUR,646.45,NOK,DIRECT,12-1458744225-2257-196143,23/03/2016 14:43
3637177-1458744224-224,APPROVED,72.95,EUR,72.95,EUR,9701.87,JPY,DIRECT,12-1458744223-8819-1744713,23/03/2016 14:43
3637174-1458744221-261,APPROVED,16.05,EUR,16.05,EUR,159.78,NOK,DIRECT,32-1458744221-2636-4667790,23/03/2016 14:43
3637171-1458744213-224,APPROVED,182.39,EUR,182.39,EUR,24256.65,JPY,DIRECT,12-1458744209-7061-4667786,23/03/2016 14:43
3637168-1458744210-224,DECLINED,72.95,EUR,72.95,EUR,9701.87,JPY,DIRECT,12-1458744209-936-4655574,23/03/2016 14:43
3637210-1458744243-216,APPROVED,14.01,EUR,14.01,EUR,47.53,TRY,3DAUTH,10-1458744209-2463-2950799,23/03/2016 14:44
3637156-1458744207-125,APPROVED,50,EUR,50,EUR,6649.67,JPY,DIRECT,133-1458744207-121-4665182,23/03/2016 14:43
3637222-1458744252-56,DECLINED,8.03,EUR,8.03,EUR,27.24,TRY,3DAUTH,30101279,23/03/2016 14:44
3637150-1458744203-199,APPROVED,54.32,EUR,54.32,EUR,540.74,NOK,DIRECT,419-1458744202-5512-4613181,23/03/2016 14:43
3637147-1458744197-216,WAITING,52.91,EUR,52.91,EUR,179.47,TRY,3D,10-1458744197-1844-4484831,23/03/2016 14:43
3637141-1458744189-224,APPROVED,72.95,EUR,72.95,EUR,9701.87,JPY,DIRECT,12-1458744189-2166-1646094,23/03/2016 14:43
3637138-1458744183-119,APPROVED,25,EUR,25,EUR,248.87,NOK,DIRECT,7-1458744183-2417-209340,23/03/2016 14:43
3637198-1458744234-56,DECLINED,48.2,EUR,48.2,EUR,163.5,TRY,3DAUTH,30101259,23/03/2016 14:43
3637162-1458744210-216,APPROVED,57.58,EUR,57.58,EUR,195.31,TRY,3DAUTH,10-1458744171-8504-6689,23/03/2016 14:43
3637126-1458744170-261,APPROVED,53.49,EUR,53.49,EUR,532.47,NOK,DIRECT,32-1458744170-2921-434363,23/03/2016 14:42
3637123-1458744169-224,APPROVED,27.36,EUR,27.36,EUR,3638.7,JPY,DIRECT,12-1458744168-9116-3391997,23/03/2016 14:42
3637165-1458744210-216,APPROVED,10.89,EUR,10.89,EUR,36.94,TRY,3DAUTH,10-1458744167-5281-3401,23/03/2016 14:43
3637144-1458744195-261,APPROVED,53.49,EUR,53.49,EUR,532.47,NOK,3DAUTH,31-1458744150-1076-4359964,23/03/2016 14:43
3637108-1458744148-107,WAITING,30.98,EUR,30.98,EUR,105.09,TRY,3D,578-1458744147-5553-4527467,23/03/2016 14:42
3637105-1458744147-187,APPROVED,31.74,EUR,31.74,EUR,315.96,NOK,DIRECT,346-1458744146-9627-4320733,23/03/2016 14:42
3637102-1458744146-224,DECLINED,20.97,EUR,20.97,EUR,2788.87,JPY,DIRECT,12-1458744145-7539-3909664,23/03/2016 14:42
3637099-1458744144-224,DECLINED,77.51,EUR,77.51,EUR,10308.32,JPY,DIRECT,12-1458744144-4868-1646094,23/03/2016 14:42
3637129-1458744172-101,APPROVED,54.62,EUR,54.62,EUR,185.27,TRY,3DAUTH,99-1458744143-3378-4292599,23/03/2016 14:42
3637093-1458744142-216,WAITING,52.91,EUR,52.91,EUR,179.47,TRY,3D,10-1458744142-4825-4484831,23/03/2016 14:42
3638530-1458745504-63,DECLINED,150,TRY,150,TRY,150,TRY,3DAUTH,DP1069640,23/03/2016 15:05
3637387-1458744421-289,APPROVED,300,TRY,300,TRY,300,TRY,3DAUTH,155919782,23/03/2016 14:47
3637081-1458744128-145,APPROVED,68.34,EUR,68.34,EUR,105.46,CAD,DIRECT,73-1458744127-6612-2287455,23/03/2016 14:42
3637078-1458744120-224,APPROVED,10.82,EUR,10.82,EUR,107.71,NOK,DIRECT,12-1458744120-0733-801194,23/03/2016 14:42
3637075-1458744115-199,APPROVED,21.73,EUR,21.73,EUR,216.32,NOK,DIRECT,420-1458744114-389-608978,23/03/2016 14:41
3637090-1458744141-56,APPROVED,74.23,EUR,74.23,EUR,252.04,TRY,3DAUTH,30101255,23/03/2016 14:42
3637069-1458744111-237,WAITING,1,EUR,1,EUR,1,EUR,3D,1691-1458744111-3872-4667782,23/03/2016 14:41
3637066-1458744109-289,WAITING,1000,TRY,1000,TRY,1000,TRY,3D,155919712,23/03/2016 14:41
3637063-1458744094-200,APPROVED,50,EUR,50,EUR,497.73,NOK,STORED,239-1458744094-278-189916,23/03/2016 14:41
3637054-1458744087-119,APPROVED,50,EUR,50,EUR,497.73,NOK,DIRECT,7-1458744086-8715-3042332,23/03/2016 14:41
3637051-1458744086-126,APPROVED,20.5,EUR,20.5,EUR,204.07,NOK,3DAUTH,47-1458744064-2899-3401063,23/03/2016 14:41
3637027-1458744063-216,WAITING,31.12,EUR,31.12,EUR,105.67,TRY,3D,10-1458744062-9127-4667226,23/03/2016 14:41
3637024-1458744062-145,APPROVED,307.55,EUR,307.55,EUR,477.13,CAD,DIRECT,73-1458744062-2815-729725,23/03/2016 14:41
3637060-1458744088-216,DECLINED,56.02,EUR,56.02,EUR,190.21,TRY,3DAUTH,10-1458744061-9643-508214,23/03/2016 14:41
3637048-1458744073-145,DECLINED,17.08,EUR,17.08,EUR,26.5,CAD,3DAUTH,73-1458744060-3998-4667778,23/03/2016 14:41
3637015-1458744059-119,APPROVED,50,EUR,50,EUR,497.73,NOK,DIRECT,5-1458744058-9228-43319,23/03/2016 14:40
3637012-1458744057-98,DECLINED,1,EUR,1,EUR,1,EUR,DIRECT,1399-1458744052-4102-4667774,23/03/2016 14:40
3637009-1458744052-126,APPROVED,512.5,EUR,512.5,EUR,5101.72,NOK,DIRECT,48-1458744052-4902-4651263,23/03/2016 14:40
3637006-1458744051-224,APPROVED,36.47,EUR,36.47,EUR,4850.27,JPY,DIRECT,12-1458744050-653-1744713,23/03/2016 14:40
3637000-1458744043-145,APPROVED,40.21,EUR,40.21,EUR,400.28,NOK,DIRECT,73-1458744042-9854-175897,23/03/2016 14:40
3637045-1458744072-216,APPROVED,29.57,EUR,29.57,EUR,100.4,TRY,3DAUTH,10-1458744042-178-4374856,23/03/2016 14:41
3637114-1458744154-289,APPROVED,500,TRY,500,TRY,500,TRY,3DAUTH,155919562,23/03/2016 14:42
3637039-1458744071-119,APPROVED,50,EUR,50,EUR,497.73,NOK,3DAUTH,20-1458744040-4504-3809446,23/03/2016 14:41
3637057-1458744087-216,DECLINED,87.15,EUR,87.15,EUR,295.91,TRY,3DAUTH,10-1458744038-6453-4667694,23/03/2016 14:41
3637042-1458744071-119,APPROVED,150,EUR,150,EUR,150,EUR,3DAUTH,13-1458744037-1232-4501493,23/03/2016 14:41
3636982-1458744035-199,APPROVED,16.3,EUR,16.3,EUR,162.26,NOK,DIRECT,424-1458744034-1683-2812196,23/03/2016 14:40
3636973-1458744032-224,APPROVED,9.12,EUR,9.12,EUR,1212.9,JPY,DIRECT,12-1458744032-1886-4487528,23/03/2016 14:40
3637003-1458744047-107,APPROVED,24.78,EUR,24.78,EUR,84.14,TRY,3DAUTH,578-1458744026-065-899003,23/03/2016 14:40
3637033-1458744068-119,APPROVED,25,EUR,25,EUR,25,EUR,3DAUTH,91-1458744022-901-2383647,23/03/2016 14:41
3636964-1458744020-199,APPROVED,108.64,EUR,108.64,EUR,1081.47,NOK,DIRECT,419-1458744020-2988-1087388,23/03/2016 14:40
3637309-1458744330-289,APPROVED,500,TRY,500,TRY,500,TRY,3DAUTH,155919492,23/03/2016 14:45
3636958-1458744018-224,APPROVED,9.12,EUR,9.12,EUR,1212.9,JPY,DIRECT,12-1458744017-7871-3409895,23/03/2016 14:40
3637036-1458744068-216,APPROVED,21.79,EUR,21.79,EUR,73.99,TRY,3DAUTH,10-1458744010-2312-4596719,23/03/2016 14:41
3636976-1458744032-56,APPROVED,46.57,EUR,46.57,EUR,158.12,TRY,3DAUTH,30101221,23/03/2016 14:40
3636937-1458743989-119,APPROVED,10,EUR,10,EUR,10,EUR,DIRECT,15-1458743988-9666-4306822,23/03/2016 14:39
3637117-1458744162-289,WAITING,2000,TRY,2000,TRY,2000,TRY,3DAUTH,155919432,23/03/2016 14:42
3636952-1458744009-56,APPROVED,16.06,EUR,16.06,EUR,54.53,TRY,3DAUTH,30101218,23/03/2016 14:40
3636979-1458744034-56,APPROVED,9.63,EUR,9.63,EUR,32.7,TRY,3DAUTH,30101216,23/03/2016 14:40
